source_ip,timestamp,port,protocol,login_attempts,session_duration,country,city,lat,lon,asn
93.67.87.223,2026-05-06T15:16:21.598182,44572,tcp,2,6.34,Germany,Berlin,52.52,13.405,AS3303
17.131.216.14,2026-04-30T14:15:41.598182,5900,icmp,0,7.2,Brazil,Sao Paulo,-23.5505,-46.6333,AS10834
199.7.125.232,2026-05-08T15:32:40.598182,20263,tcp,0,3.96,France,Paris,48.8566,2.3522,AS12876
253.148.152.183,2026-05-05T22:54:12.598182,3306,tcp,2,4.16,India,Mumbai,19.076,72.8777,AS55636
85.145.18.184,2026-05-20T20:01:25.598182,15700,tcp,2,7.49,Netherlands,Amsterdam,52.3676,4.9041,AS1136
124.255.37.92,2026-05-22T21:52:36.598182,21,tcp,6,335.96,Russia,Moscow,55.7558,37.6173,AS12389
18.23.227.197,2026-05-01T21:06:06.598182,22,icmp,3,1036.5,India,Mumbai,19.076,72.8777,AS55636
139.28.110.157,2026-05-22T22:25:45.598182,13428,icmp,1,8.24,China,Beijing,39.9042,116.4074,AS4808
99.159.17.172,2026-04-29T15:30:02.598182,1771,udp,1,7.85,Japan,Tokyo,35.6895,139.6917,AS2516
104.121.199.241,2026-05-05T00:22:29.598182,80,tcp,2,9.5,Germany,Berlin,52.52,13.405,AS3303
58.147.20.104,2026-05-05T10:23:17.598182,22994,tcp,9,1949.5,Japan,Tokyo,35.6895,139.6917,AS2516
247.255.207.41,2026-05-20T22:36:54.598182,19812,tcp,0,7.28,Germany,Berlin,52.52,13.405,AS3303
184.109.197.161,2026-05-04T00:43:22.598182,3306,tcp,1,7.42,Germany,Berlin,52.52,13.405,AS3303
87.154.63.81,2026-04-29T13:33:26.598182,34663,udp,3,2329.21,Netherlands,Amsterdam,52.3676,4.9041,AS1136
165.4.132.94,2026-04-30T23:07:30.598182,57481,tcp,20,2893.23,France,Paris,48.8566,2.3522,AS12876
145.129.248.199,2026-05-16T03:15:54.598182,45097,tcp,7,135.17,Russia,Moscow,55.7558,37.6173,AS12389
251.138.8.148,2026-05-26T03:49:03.598182,25701,tcp,1,7.46,Japan,Tokyo,35.6895,139.6917,AS2516
55.250.51.45,2026-05-24T08:13:49.598182,23,udp,2,5.94,China,Beijing,39.9042,116.4074,AS4808
245.98.144.210,2026-05-05T19:52:06.598182,23,icmp,3,689.68,France,Paris,48.8566,2.3522,AS12876
163.13.77.51,2026-05-04T09:54:09.598182,22,tcp,1,7.08,Germany,Berlin,52.52,13.405,AS3303
242.217.166.187,2026-05-03T11:30:12.598182,42539,udp,32,1367.01,Germany,Berlin,52.52,13.405,AS3303
36.204.24.69,2026-05-18T03:23:05.598182,22,tcp,2,6.05,United States,New York,40.7128,-74.006,AS15169
162.171.56.30,2026-05-22T17:52:04.598182,443,tcp,0,8.29,China,Beijing,39.9042,116.4074,AS4808
121.11.227.58,2026-05-18T11:10:16.598182,39365,tcp,3,588.24,United States,New York,40.7128,-74.006,AS15169
254.210.212.220,2026-05-02T07:36:58.598182,10923,icmp,2,1.14,United Kingdom,London,51.5074,-0.1278,AS209
3.217.249.238,2026-05-11T21:23:43.598182,14405,tcp,8,3241.15,Russia,Moscow,55.7558,37.6173,AS12389
177.97.221.236,2026-05-03T13:27:51.598182,3306,udp,39,432.33,United Kingdom,London,51.5074,-0.1278,AS209
128.182.43.184,2026-05-26T14:00:20.598182,42919,tcp,1,7.02,India,Mumbai,19.076,72.8777,AS55636
20.110.119.10,2026-05-23T23:12:26.598182,21,icmp,2,4.86,United States,New York,40.7128,-74.006,AS15169
16.44.22.198,2026-05-22T20:19:37.598182,3306,tcp,1,5.94,United Kingdom,London,51.5074,-0.1278,AS209
200.170.94.69,2026-05-18T22:11:40.598182,4444,udp,35,1390.21,Japan,Tokyo,35.6895,139.6917,AS2516
214.31.17.109,2026-05-11T23:31:41.598182,3306,udp,5,1691.81,Russia,Moscow,55.7558,37.6173,AS12389
197.178.115.16,2026-05-20T15:23:10.598182,21,tcp,2,5.16,Japan,Tokyo,35.6895,139.6917,AS2516
140.58.156.92,2026-05-17T05:14:46.598182,3389,tcp,0,0.7,United States,New York,40.7128,-74.006,AS15169
202.157.165.242,2026-05-27T10:22:24.598182,52196,udp,2,9.63,United Kingdom,London,51.5074,-0.1278,AS209
53.147.185.115,2026-04-29T17:00:11.598182,21,udp,18,1041.6,France,Paris,48.8566,2.3522,AS12876
195.41.194.165,2026-05-17T21:36:57.598182,443,tcp,24,1368.63,India,Mumbai,19.076,72.8777,AS55636
246.90.70.183,2026-05-01T10:42:35.598182,9048,tcp,0,3.52,China,Beijing,39.9042,116.4074,AS4808
162.77.4.79,2026-05-21T00:13:55.598182,32036,udp,0,6.51,United States,New York,40.7128,-74.006,AS15169
